recstat,inout,trhsloc,typeofid,explnstp,othpers,sumissue,offunif,officrid,frisked,searched,contrabn,pistol,riflshot,asltweap,knifcuti,othrweap,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,rf_furt,rf_bulg,offverb,offshld,sex,race,haircolr,eyecolor,build,addrtyp,city,sector,beat,dettypcm,month,year,meters,age,arstmade_cod,violencia
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,P,BK,BR,H,L,BRONX,F,5,CM,1,2010,1.6510000000000002,19,0,0
A,O,P,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BR,BR,T,L,BRONX,D,5,CM,5,2010,1.7272,39,0,0
1,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,QUEENS,A,2,CM,9,2010,1.7018,52,0,0
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,MANHATTAN,F,13,CM,6,2010,1.7018,23,0,1
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BA,BR,T,L,BROOKLYN,B,5,CM,12,2010,1.8542,35,0,0
1,I,T,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,GR,T,L,BRONX,G,U,CM,1,2010,1.778,34,0,0
A,I,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,BROOKLYN,F,17,CM,12,2010,1.6256,54,0,0
1,O,H,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,H,L,MANHATTAN,E,U,CM,11,2010,1.5494,24,0,0
1,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,BRONX,H,U,CM,5,2010,1.7272,18,0,1
1,I,T,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,B,BK,BR,M,L,BROOKLYN,C,16,CM,12,2010,1.6510000000000002,15,0,0
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BRONX,F,6,CM,1,2010,1.7526000000000002,19,0,0
1,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,W,BK,BR,M,L,MANHATTAN,B,U,CM,10,2010,1.778,37,0,0
A,O,P,P,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,T,L,BROOKLYN,H,U,CM,2,2010,1.778,18,1,0
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,F,W,BL,BL,T,L,BROOKLYN,C,U,CM,3,2010,1.6002,15,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BR,BR,M,L,BRONX,C,3,CM,6,2010,1.778,30,0,1
A,O,P,P,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,W,GY,GY,M,L,MANHATTAN,A,U,CM,12,2010,1.7272,64,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,QUEENS,D,U,CM,4,2010,1.6510000000000002,21,0,0
A,O,P,P,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,BROOKLYN,H,U,CM,11,2010,1.8542,56,0,0
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,QUEENS,M,U,CM,1,2010,1.7272,47,0,0
1,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,H,L,QUEENS,U,U,CM,2,2010,2.032,19,0,0
1,I,T,P,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,M,P,BR,BR,T,L,MANHATTAN,D,12,CM,9,2010,1.7018,17,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,BRONX,C,1,CM,9,2010,1.6764,43,0,1
A,I,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,M,B,GY,BR,M,L,BRONX,J,U,CM,5,2010,1.778,61,0,0
1,O,P,P,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,M,W,BR,BR,T,L,MANHATTAN,D,9,CM,6,2010,1.7018,28,0,1
1,O,H,V,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,M,B,BK,BR,M,L,STATEN IS,C,U,CM,5,2010,1.778,49,1,0
1,I,H,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,F,17,CM,3,2010,1.6510000000000002,15,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,H,U,CM,2,2010,1.778,58,0,0
1,I,T,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,MANHATTAN,C,U,CM,2,2010,1.7272,18,0,1
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,A,BK,BR,M,L,QUEENS,K,U,CM,5,2010,1.7018,45,0,0
1,O,H,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,M,B,BK,BR,M,L,BROOKLYN,I,U,CM,6,2010,1.8034,39,0,0
A,O,P,V,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,Y,M,B,BK,BR,T,L,BROOKLYN,I,20,CM,12,2010,1.7526000000000002,16,0,1
1,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,M,B,BK,BK,M,L,BRONX,G,5,CM,1,2010,1.8034,22,0,0
1,O,H,P,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,M,B,BK,BR,M,L,BRONX,F,2,CM,7,2010,1.7526000000000002,38,0,1
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BROOKLYN,A,4,CM,4,2010,1.6510000000000002,15,0,1
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,M,B,BK,BR,M,L,BROOKLYN,E,9,CM,1,2010,1.7272,25,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BR,BR,T,L,BRONX,F,U,CM,8,2010,1.9304,29,0,0
1,I,H,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,M,B,BK,BR,M,L,QUEENS,B,4,CM,10,2010,1.8288,48,1,1
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,P,BK,BR,M,L,QUEENS,G,U,CM,4,2010,1.7018,17,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,GY,BK,M,L,BROOKLYN,G,U,CM,11,2010,1.8288,52,0,0
1,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,BROOKLYN,C,U,CM,11,2010,1.8542,27,0,1
1,I,T,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,BROOKLYN,B,U,CM,11,2010,1.7018,16,0,0
1,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,M,B,BK,BR,T,L,QUEENS,H,13,CM,1,2010,1.7018,23,0,0
A,O,P,V,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,M,B,BK,BR,M,L,MANHATTAN,A,5,CM,6,2010,1.6256,48,1,1
1,I,H,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,H,L,BROOKLYN,B,2,CM,4,2010,1.905,24,0,0
1,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,QUEENS,A,2,CM,10,2010,1.7018,19,0,1
1,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,B,U,CM,7,2010,1.7272,53,0,0
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BR,BR,M,L,BROOKLYN,E,U,CM,4,2010,1.8288,26,0,0
1,I,H,V,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,H,L,BROOKLYN,G,2,CM,7,2010,1.7272,37,0,0
1,I,T,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,T,L,BRONX,H,U,CM,1,2010,1.8034,27,0,0
1,O,P,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,F,B,BK,BR,M,L,BRONX,C,13,CM,6,2010,1.6764,23,0,0
A,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,H,L,QUEENS,A,U,CM,3,2010,1.8034,26,0,1
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BROOKLYN,I,21,CM,4,2010,1.7526000000000002,21,0,1
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BR,BR,M,L,BRONX,D,1,CM,8,2010,1.6764,19,0,0
A,O,P,P,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,M,B,BK,BR,M,L,QUEENS,A,U,CM,7,2010,1.778,29,0,0
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,T,L,MANHATTAN,F,5,CM,4,2010,1.7526000000000002,20,0,1
1,I,H,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,P,BK,BR,T,L,BRONX,F,U,CM,3,2010,1.778,22,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Z,BK,BR,T,L,BROOKLYN,J,U,CM,10,2010,1.7272,26,0,0
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BR,BR,M,L,MANHATTAN,F,13,CM,8,2010,1.7526000000000002,23,0,0
1,I,H,P,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,M,B,BK,BR,M,L,MANHATTAN,A,U,CM,1,2010,1.778,46,1,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BR,BR,M,L,BROOKLYN,H,U,CM,4,2010,1.7526000000000002,38,0,0
A,O,P,V,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,BROOKLYN,H,U,CM,11,2010,1.7018,18,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,A,BK,BR,T,L,QUEENS,F,U,CM,5,2010,1.6510000000000002,32,0,0
A,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,M,L,BROOKLYN,H,U,CM,11,2010,1.6256,23,0,1
1,O,H,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BR,BR,M,L,MANHATTAN,F,U,CM,8,2010,1.7526000000000002,30,0,0
A,O,P,P,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,F,Q,BR,BR,M,L,BRONX,K,U,CM,10,2010,1.6002,28,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,Z,BR,BR,T,L,BRONX,Q,U,CM,11,2010,1.6764,21,0,1
A,O,P,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BR,BR,M,L,MANHATTAN,E,U,CM,6,2010,1.778,30,0,0
A,O,P,R,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,F,P,BR,BR,M,L,BRONX,C,U,CM,11,2010,1.7526000000000002,36,0,0
A,O,P,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,T,L,QUEENS,H,16,CM,5,2010,1.7272,19,0,0
A,O,P,P,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,M,L,BROOKLYN,C,U,CM,3,2010,1.8034,27,0,0
1,I,T,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,MANHATTAN,G,U,CM,11,2010,1.778,23,0,0
1,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BR,BR,M,L,QUEENS,P,U,CM,9,2010,1.7526000000000002,26,0,0
1,I,T,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,MANHATTAN,E,13,CM,4,2010,1.8034,35,0,0
A,O,P,P,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,GY,BR,T,L,BRONX,I,8,CM,5,2010,1.7526000000000002,66,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,P,BK,BR,M,L,BRONX,J,U,CM,11,2010,1.7526000000000002,34,0,1
1,O,P,O,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,F,B,BK,BR,T,L,MANHATTAN,A,U,CM,1,2010,1.6510000000000002,16,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Z,BK,BR,M,L,BRONX,I,U,CM,2,2010,1.8288,16,0,1
A,O,P,O,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BA,BR,M,L,BROOKLYN,H,8,CM,6,2010,1.8288,39,0,0
A,I,P,P,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,F,B,BK,BR,M,L,BRONX,F,U,CM,9,2010,1.7018,24,1,1
1,I,P,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,M,B,BR,BK,M,L,MANHATTAN,B,U,CM,4,2010,1.778,32,0,0
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,QUEENS,B,U,CM,1,2010,1.7272,26,0,1
A,O,P,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,M,B,BA,BR,M,L,BROOKLYN,G,U,CM,11,2010,1.7526000000000002,48,0,0
1,I,H,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,BRONX,A,19,CM,2,2010,1.7526000000000002,21,0,0
1,O,P,O,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BK,M,L,BROOKLYN,A,U,CM,6,2010,1.778,24,0,0
A,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,U,L,QUEENS,C,U,CM,5,2010,1.8034,22,0,1
