recstat,inout,trhsloc,typeofid,explnstp,othpers,sumissue,offunif,officrid,frisked,searched,contrabn,pistol,riflshot,asltweap,knifcuti,othrweap,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,rf_furt,rf_bulg,offverb,offshld,sex,race,haircolr,eyecolor,build,addrtyp,city,sector,beat,dettypcm,month,year,meters,age,arstmade_cod,violencia
1,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,M,B,BK,BR,M,L,BROOKLYN,G,U,CM,7,2010,1.7526000000000002,22,0,0
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BRONX,M,9,CM,12,2010,1.7526000000000002,16,0,1
A,O,P,V,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,Y,M,B,BK,BR,M,L,BROOKLYN,F,U,CM,7,2010,1.778,27,1,1
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,BRONX,B,2,CM,6,2010,1.7526000000000002,28,0,0
1,O,H,R,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,MANHATTAN,C,U,CM,9,2010,1.7272,25,0,0
1,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,M,L,MANHATTAN,E,U,CM,5,2010,1.7526000000000002,22,0,0
A,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,M,Q,BK,BR,M,L,QUEENS,G,U,CM,5,2010,1.8796,26,0,0
1,I,H,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,Z,L,BRONX,A,19,CM,12,2010,1.8034,18,0,1
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,BRONX,H,4,CM,5,2010,1.7018,65,0,0
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Z,Z,BR,BR,T,L,MANHATTAN,D,10,CM,8,2010,1.6764,41,0,0
A,O,P,P,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,M,B,BK,BR,M,L,QUEENS,F,U,CM,11,2010,1.7018,17,1,1
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,W,BK,BR,M,L,STATEN IS,J,U,CM,8,2010,1.778,24,0,0
1,O,P,V,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,BROOKLYN,G,U,CM,2,2010,1.8288,21,0,1
A,O,P,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,BROOKLYN,G,U,CM,10,2010,1.778,37,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Z,BK,BR,M,L,MANHATTAN,C,U,CM,5,2010,1.8796,27,0,0
A,O,P,P,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,QUEENS,F,U,CM,6,2010,1.7018,35,0,0
1,I,T,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,T,L,MANHATTAN,B,U,CM,7,2010,1.7526000000000002,21,0,0
1,I,H,P,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,BROOKLYN,I,U,CM,11,2010,1.7018,16,0,0
1,I,T,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,M,W,BR,BR,M,L,MANHATTAN,G,U,CM,1,2010,1.8288,21,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BR,BR,H,L,BRONX,J,U,CM,12,2010,1.8542,19,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,F,Q,BK,BR,M,L,QUEENS,B,U,CM,10,2010,1.5748000000000002,20,0,0
1,O,H,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,M,B,BK,BR,M,L,BRONX,B,U,CM,4,2010,1.7526000000000002,15,0,0
1,I,T,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,W,BK,BK,T,L,MANHATTAN,E,9,CM,8,2010,1.8034,32,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,QUEENS,A,1,CM,8,2010,1.778,16,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,T,L,BROOKLYN,F,6,CM,5,2010,1.6510000000000002,27,0,0
A,O,P,P,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,M,B,BK,BR,M,L,BRONX,G,U,CM,3,2010,1.6764,28,0,1
1,O,H,R,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,QUEENS,P,U,CM,12,2010,1.7272,30,0,0
A,O,P,V,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y,Y,M,Z,BK,HA,M,L,BRONX,I,9,CM,4,2010,1.778,19,1,0
1,I,T,O,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BR,BR,M,L,MANHATTAN,C,U,CM,1,2010,1.778,26,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,BROOKLYN,G,4,CM,1,2010,1.5748000000000002,35,0,0
1,O,P,P,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BK,T,L,BRONX,A,U,CM,5,2010,1.9304,26,0,0
1,I,H,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,BRONX,A,19,CM,1,2010,1.7272,17,0,0
1,I,H,O,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,H,8,CM,2,2010,1.7018,19,0,0
A,O,P,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,STATEN IS,E,U,CM,6,2010,1.5494,36,0,1
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BR,BR,M,L,MANHATTAN,C,U,CM,5,2010,1.8542,47,0,0
A,O,P,V,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,M,L,QUEENS,U,U,CM,11,2010,1.7272,21,0,1
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BR,BR,T,L,STATEN IS,P,U,CM,8,2010,1.905,28,0,0
1,I,T,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,MANHATTAN,E,U,CM,1,2010,1.7272,43,0,0
1,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,H,L,BROOKLYN,J,10,CM,12,2010,1.7018,24,0,1
A,O,P,P,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,M,Q,BK,BR,H,L,QUEENS,A,U,CM,2,2010,1.7018,27,1,1
A,O,P,P,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,Z,P,BK,BR,M,L,MANHATTAN,B,6,CM,9,2010,1.778,21,0,1
1,O,P,P,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,W,BR,BR,M,L,STATEN IS,B,U,CM,6,2010,1.7526000000000002,19,0,0
A,O,P,V,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,U,U,CM,3,2010,1.778,50,1,1
A,O,P,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,T,L,BRONX,H,13,CM,1,2010,1.778,20,0,0
1,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,MANHATTAN,A,U,CM,8,2010,1.7018,16,0,0
1,O,H,V,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,MANHATTAN,C,U,CM,12,2010,1.778,20,0,0
1,I,H,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BRONX,H,U,CM,4,2010,1.7018,17,0,0
1,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,T,L,BROOKLYN,D,4,CM,2,2010,1.7526000000000002,20,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,M,Q,BR,BR,T,L,MANHATTAN,J,U,CM,6,2010,1.7526000000000002,16,1,0
1,O,P,P,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,QUEENS,U,U,CM,5,2010,1.6764,17,0,1
A,O,P,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,M,B,BK,BR,M,L,BROOKLYN,F,6,CM,7,2010,1.8542,29,0,1
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,QUEENS,I,19,CM,9,2010,1.778,18,0,0
A,O,P,P,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,QUEENS,I,U,CM,11,2010,1.6764,38,0,0
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,P,BK,BR,H,L,BROOKLYN,K,U,CM,8,2010,1.7018,22,0,0
A,I,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,A,BA,BR,M,L,QUEENS,D,U,CM,4,2010,1.8288,26,0,0
1,I,T,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,W,BR,BR,H,L,BROOKLYN,J,U,CM,4,2010,1.8034,39,0,0
A,O,P,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,P,BK,BK,M,L,MANHATTAN,A,5,CM,4,2010,1.7526000000000002,36,0,0
A,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BK,T,L,QUEENS,M,U,CM,8,2010,1.778,25,0,0
1,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BK,BR,M,L,MANHATTAN,B,5,CM,10,2010,1.6510000000000002,54,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BR,BR,H,L,QUEENS,A,1,CM,3,2010,1.8796,35,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,W,BK,BR,M,L,QUEENS,B,U,CM,8,2010,1.7272,26,0,0
1,I,H,V,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,P,BK,BR,M,L,BRONX,G,1,CM,1,2010,1.7018,30,0,0
A,O,P,P,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,W,BR,BL,M,L,BROOKLYN,H,U,CM,6,2010,1.8034,25,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,P,BR,HA,M,L,BRONX,K,U,CM,12,2010,1.778,30,0,0
A,O,P,P,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BA,BR,M,L,BROOKLYN,E,U,CM,11,2010,1.8288,15,0,0
1,O,H,V,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,M,B,BK,BR,T,L,STATEN IS,T,U,CM,6,2010,1.8034,23,0,0
1,O,P,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,E,7,CM,9,2010,1.6764,17,0,0
A,I,P,P,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,M,W,BR,BR,M,L,BROOKLYN,K,U,CM,1,2010,1.7018,17,1,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BRONX,P,U,CM,7,2010,1.6764,35,1,1
1,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,M,L,QUEENS,F,9,CM,3,2010,1.7018,18,0,1
A,O,P,P,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,T,L,MANHATTAN,E,U,CM,10,2010,1.7272,20,0,1
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BRONX,H,U,CM,11,2010,1.6256,56,0,0
1,O,H,O,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,Z,Z,BK,BR,M,L,STATEN IS,J,U,CM,9,2010,1.8796,24,1,1
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,M,B,XX,BR,Z,L,BROOKLYN,M,12,CM,7,2010,0.9144,29,0,1
A,O,P,V,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,F,W,BR,BR,M,L,BROOKLYN,C,U,CM,9,2010,1.5748000000000002,27,1,1
A,I,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,MANHATTAN,B,U,CM,3,2010,1.7018,27,0,0
1,I,H,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,M,Q,BK,BR,T,L,MANHATTAN,H,U,CM,10,2010,1.778,20,0,0
A,O,P,V,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BR,BR,M,L,BRONX,B,2,CM,8,2010,1.6510000000000002,29,0,0
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,MANHATTAN,C,4,CM,11,2010,1.6002,23,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BRONX,I,U,CM,5,2010,1.778,21,0,1
A,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,M,Q,BK,BR,H,L,BROOKLYN,C,U,CM,12,2010,1.6510000000000002,28,0,0
A,O,P,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,M,L,QUEENS,A,U,CM,4,2010,1.8542,29,0,0
1,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,M,U,CM,5,2010,1.7526000000000002,53,0,0
A,O,P,P,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,BROOKLYN,E,U,CM,11,2010,1.7272,36,0,0
1,O,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,MANHATTAN,F,U,CM,11,2010,1.8288,27,0,0
